6
6
1
15
-5.2571709370661681e+00	0.0000000000000000e+00
-2.2316342844637884e+01	0.0000000000000000e+00
-6.8994600620049013e+01	0.0000000000000000e+00
-1.2694216828537404e+02	0.0000000000000000e+00
-4.5169360099773274e+02	0.0000000000000000e+00
-1.3778046712191456e+03	0.0000000000000000e+00
-2.5601326953802559e+03	0.0000000000000000e+00
-1.1922263916669634e+04	0.0000000000000000e+00
-6.8935001484598281e+04	0.0000000000000000e+00
-4.7959942656152946e+05	0.0000000000000000e+00
-2.2838944506138787e+06	0.0000000000000000e+00
-1.3621859357674908e+07	0.0000000000000000e+00
-4.2664278561171066e+10	0.0000000000000000e+00
-4.1820920887062544e+04	1.0304838163757396e+05
-4.1820920887062544e+04	-1.0304838163757396e+05
-1.3400544796677485e-03	0.0000000000000000e+00
2.1139703473059639e-05	0.0000000000000000e+00
-4.9044141831272560e-06	0.0000000000000000e+00
-5.2077209073329094e-05	0.0000000000000000e+00
3.8163589145296398e-05	0.0000000000000000e+00
1.1593220526037958e-05	0.0000000000000000e+00
2.1139703473059639e-05	0.0000000000000000e+00
-1.3292224351854867e-03	0.0000000000000000e+00
2.1896713615588901e-05	0.0000000000000000e+00
-4.5546602930449159e-05	0.0000000000000000e+00
2.6905832056500276e-05	0.0000000000000000e+00
2.6956095958314690e-05	0.0000000000000000e+00
-4.9044141831272560e-06	0.0000000000000000e+00
2.1896713615588901e-05	0.0000000000000000e+00
-1.3351331899804112e-03	0.0000000000000000e+00
-4.5924701811409147e-05	0.0000000000000000e+00
1.1663295372955971e-05	0.0000000000000000e+00
3.8343165884975673e-05	0.0000000000000000e+00
-5.2077209073329094e-05	0.0000000000000000e+00
-4.5546602930449159e-05	0.0000000000000000e+00
-4.5924701811409147e-05	0.0000000000000000e+00
-2.4910979844789726e-03	0.0000000000000000e+00
-3.6332751750235169e-06	0.0000000000000000e+00
-1.6532037081811981e-06	0.0000000000000000e+00
3.8163589145296398e-05	0.0000000000000000e+00
2.6905832056500276e-05	0.0000000000000000e+00
1.1663295372955971e-05	0.0000000000000000e+00
-3.6332751750235169e-06	0.0000000000000000e+00
-2.4424732690723431e-04	0.0000000000000000e+00
9.4142361227386356e-06	0.0000000000000000e+00
1.1593220526037958e-05	0.0000000000000000e+00
2.6956095958314690e-05	0.0000000000000000e+00
3.8343165884975673e-05	0.0000000000000000e+00
-1.6532037081811981e-06	0.0000000000000000e+00
9.4142361227386356e-06	0.0000000000000000e+00
-2.4433540782970933e-04	0.0000000000000000e+00
-7.9641229555894137e-03	0.0000000000000000e+00
4.6245095613297048e-04	0.0000000000000000e+00
-6.2342638254265473e-05	0.0000000000000000e+00
-6.3170904274372484e-04	0.0000000000000000e+00
2.5764939155884870e-04	0.0000000000000000e+00
7.2607289636232131e-05	0.0000000000000000e+00
4.6245095613297048e-04	0.0000000000000000e+00
-8.1766333697187721e-03	0.0000000000000000e+00
